lat,lon,noise_LAeq
45.4996,9.3165,50.69
45.4996,9.3165,50.02
45.4996,9.3165,49.98
45.4996,9.3165,48.44
45.4996,9.3165,47.35
45.4996,9.3165,47.87
45.4996,9.3165,48.81
45.4996,9.3165,42.45
45.4996,9.3165,45.83
45.4996,9.3165,46.51
45.4996,9.3165,46.3
45.4996,9.3165,48.59
45.4996,9.3165,45.04
45.4996,9.3165,46.39
45.4996,9.3165,45.71
45.4996,9.3165,44.03
45.4996,9.3165,42.7
45.4996,9.3165,45.79
45.4996,9.3165,43.88
45.4996,9.3165,42.98
45.4996,9.3165,44.73
45.4996,9.3165,43.25
45.4996,9.3165,43.51
45.4996,9.3165,43.32
45.4996,9.3165,43.46
45.4996,9.3165,45.14
45.4996,9.3165,43.74
45.4996,9.3165,45.59
45.4996,9.3165,42.8
45.4996,9.3165,44.09
45.4996,9.3165,43.99
45.4996,9.3165,41.59
45.4996,9.3165,42.21
45.4996,9.3165,42.8
45.4996,9.3165,49.25
45.4996,9.3165,53.07
45.4996,9.3165,43.09
45.4996,9.3165,43.81
45.4996,9.3165,47.4
45.4996,9.3165,48.13
45.4996,9.3165,48.95
45.4996,9.3165,44.99
45.4996,9.3165,42.38
45.4996,9.3165,42.03
45.4996,9.3165,45.2
45.4996,9.3165,44.61
45.4996,9.3165,44.46
45.4996,9.3165,41.92
45.4996,9.3165,43.32
45.4996,9.3165,43.25
45.4996,9.3165,45.31
45.4996,9.3165,45.22
45.4996,9.3165,44.58
45.4996,9.3165,45.56
45.4996,9.3165,43.04
45.4996,9.3165,39.93
45.4996,9.3165,44.77
45.4996,9.3165,40.29
45.4996,9.3165,43.53
45.4996,9.3165,41.03
45.4996,9.3165,41.4
45.4996,9.3165,42.95
45.4996,9.3165,40.93
45.4996,9.3165,40.3
45.4996,9.3165,43.37
45.4996,9.3165,43.89
45.4996,9.3165,45.92
45.4996,9.3165,40.11
45.4996,9.3165,40.36
45.4996,9.3165,40.91
45.4996,9.3165,42.49
45.4996,9.3165,41.62
45.4996,9.3165,39.89
45.4996,9.3165,40.2
45.4996,9.3165,44.51
45.4996,9.3165,44.13
45.4996,9.3165,45.6
45.4996,9.3165,46.15
45.4996,9.3165,46.21
45.4996,9.3165,46.56
45.4996,9.3165,47.77
45.4996,9.3165,45.75
45.4996,9.3165,45.29
45.4996,9.3165,44.93
45.4996,9.3165,48.15
45.4996,9.3165,54.04
45.4996,9.3165,52.98
45.4996,9.3165,48.88
45.4996,9.3165,50.6
45.4996,9.3165,53.99
45.4996,9.3165,47.35
45.4996,9.3165,47.7
45.4996,9.3165,44.09
45.4996,9.3165,45.34
45.4996,9.3165,51.45
45.4996,9.3165,45.82
45.4996,9.3165,43.37
45.4996,9.3165,54.89
45.4996,9.3165,46.85
45.4996,9.3165,45.21
45.4996,9.3165,40.62
45.4996,9.3165,40.94
45.4996,9.3165,42.4
45.4996,9.3165,44.99
45.4996,9.3165,46.2
45.4996,9.3165,43.85
45.4996,9.3165,42.51
45.4996,9.3165,40.18
45.4996,9.3165,41.52
45.4996,9.3165,39.02
45.4996,9.3165,38.82
45.4996,9.3165,38.82
45.4996,9.3165,39.07
45.4996,9.3165,44.1
45.4996,9.3165,46.45
45.4996,9.3165,43.32
45.4996,9.3165,41.32
45.4996,9.3165,42.11
45.4996,9.3165,42.16
45.4996,9.3165,44.49
45.4996,9.3165,42.11
45.4996,9.3165,49.18
45.4996,9.3165,46.27
45.4996,9.3165,46.83
45.4996,9.3165,46.02
45.4996,9.3165,47.33
45.4996,9.3165,48.52
45.4996,9.3165,47.27
45.4996,9.3165,40.07
45.4996,9.3165,40.37
45.4996,9.3165,43.25
45.4996,9.3165,41.67
45.4996,9.3165,40.08
45.4996,9.3165,46.36
45.4996,9.3165,44.3
45.4996,9.3165,45.08
45.4996,9.3165,42.61
45.4996,9.3165,43.82
45.4996,9.3165,41.61
45.4996,9.3165,42.16
45.4996,9.3165,46.26
45.4996,9.3165,46.05
45.4996,9.3165,47
45.4996,9.3165,44.42
45.4996,9.3165,46.41
45.4996,9.3165,40.93
45.4996,9.3165,42.36
45.4996,9.3165,42.91
45.4996,9.3165,44.55
45.4996,9.3165,49.25
45.4996,9.3165,51.37
45.4996,9.3165,49.07
45.4996,9.3165,46.53
45.4996,9.3165,47.34
45.4996,9.3165,41.41
45.4996,9.3165,43.45
45.4996,9.3165,44.38
45.4996,9.3165,44.97
45.4996,9.3165,43.64
45.4996,9.3165,44.48
45.4996,9.3165,42.88
45.4996,9.3165,41.9
45.4996,9.3165,41.4
45.4996,9.3165,40.02
45.4996,9.3165,40.68
45.4996,9.3165,40.12
45.4996,9.3165,41.93
45.4996,9.3165,40.05
45.4996,9.3165,40.65
45.4996,9.3165,40.45
45.4996,9.3165,41.67
45.4996,9.3165,40.06
45.4996,9.3165,40.77
45.4996,9.3165,39.91
45.4996,9.3165,39.85
45.4996,9.3165,40.31
45.4996,9.3165,40
45.4996,9.3165,40.86
45.4996,9.3165,39.65
45.4996,9.3165,39.66
45.4996,9.3165,40.05
45.4996,9.3165,39.62
45.4996,9.3165,39.84
45.4996,9.3165,39.83
45.4996,9.3165,39.64
45.4996,9.3165,39.41
45.4996,9.3165,38.86
45.4996,9.3165,39.88
45.4996,9.3165,39.55
45.4996,9.3165,42.47
45.4996,9.3165,39.29
45.4996,9.3165,39.64
45.4996,9.3165,39.24
45.4996,9.3165,39.31
45.4996,9.3165,39.97
45.4996,9.3165,40.04
45.4996,9.3165,38.89
45.4996,9.3165,38.89
45.4996,9.3165,39.24
45.4996,9.3165,38.96
45.4996,9.3165,39.19
45.4996,9.3165,39.62
45.4996,9.3165,38.95
45.4996,9.3165,39.16
45.4996,9.3165,39.5
45.4996,9.3165,39.16
45.4996,9.3165,39.58
45.4996,9.3165,39.44
45.4996,9.3165,39.41
45.4996,9.3165,39.19
45.4996,9.3165,39.26
45.4996,9.3165,39.21
45.4996,9.3165,38.85
45.4996,9.3165,38.73
45.4996,9.3165,39.15
45.4996,9.3165,39.52
45.4996,9.3165,38.86
45.4996,9.3165,38.75
45.4996,9.3165,38.73
45.4996,9.3165,38.76
45.4996,9.3165,39.32
45.4996,9.3165,38.66
45.4996,9.3165,39.62
45.4996,9.3165,39.19
45.4996,9.3165,38.67
45.4996,9.3165,38.86
45.4996,9.3165,38.92
45.4996,9.3165,39.06
45.4996,9.3165,39.09
45.4996,9.3165,38.99
45.4996,9.3165,39.23
45.4996,9.3165,38.85
45.4996,9.3165,39.55
45.4996,9.3165,39.28
45.4996,9.3165,39.34
45.4996,9.3165,39.79
45.4996,9.3165,39.22
45.4996,9.3165,39.18
45.4996,9.3165,39.28
45.4996,9.3165,39.45
45.4996,9.3165,39.49
45.4996,9.3165,39.49
45.4996,9.3165,40.06
45.4996,9.3165,39.3
45.4996,9.3165,39.61
45.4996,9.3165,39.28
45.4996,9.3165,39.23
45.4996,9.3165,39.48
45.4996,9.3165,39.13
