lat,lon,noise_LAeq
50.0776376,14.4448725,57.52
50.0776376,14.4448725,56.59
50.0776376,14.4448725,57.24
50.0776376,14.4448725,57.94
50.0776376,14.4448725,53.82
50.0776376,14.4448725,52.96
50.0776376,14.4448725,55.16
50.0776376,14.4448725,54.65
50.0776376,14.4448725,56.1
50.0776376,14.4448725,56.4
50.0776376,14.4448725,54.8
50.0776376,14.4448725,54.02
50.0776376,14.4448725,51.12
50.0776376,14.4448725,56.96
50.0776376,14.4448725,51.78
50.0776376,14.4448725,56.11
50.0776376,14.4448725,52.48
50.0776376,14.4448725,59.22
50.0776376,14.4448725,54.81
50.0776376,14.4448725,56.84
50.0776376,14.4448725,53.88
50.0776376,14.4448725,51.28
50.0776376,14.4448725,54.17
50.0776376,14.4448725,48.08
50.0776376,14.4448725,57.01
50.0776376,14.4448725,49
50.0776376,14.4448725,53.44
50.0776376,14.4448725,56.87
50.0776376,14.4448725,52.3
50.0776376,14.4448725,56.68
50.0776376,14.4448725,59.1
50.0776376,14.4448725,54.56
50.0776376,14.4448725,62.62
50.0776376,14.4448725,60.73
50.0776376,14.4448725,57.31
50.0776376,14.4448725,57.53
50.0776376,14.4448725,58.13
50.0776376,14.4448725,55.94
50.0776376,14.4448725,55.24
50.0776376,14.4448725,52.06
50.0776376,14.4448725,53.52
50.0776376,14.4448725,57.11
50.0776376,14.4448725,54.16
50.0776376,14.4448725,53.31
50.0776376,14.4448725,60.46
50.0776376,14.4448725,56.4
50.0776376,14.4448725,55.56
50.0776376,14.4448725,56.99
50.0776376,14.4448725,50.8
50.0776376,14.4448725,58.12
50.0776376,14.4448725,56.42
50.0776376,14.4448725,58.51
50.0776376,14.4448725,58.19
50.0776376,14.4448725,59.76
50.0776376,14.4448725,56.68
50.0776376,14.4448725,58.04
50.0776376,14.4448725,53.69
50.0776376,14.4448725,58.66
50.0776376,14.4448725,57.2
50.0776376,14.4448725,56.85
50.0776376,14.4448725,61.07
50.0776376,14.4448725,58.51
50.0776376,14.4448725,58.82
50.0776376,14.4448725,56.77
50.0776376,14.4448725,53.85
50.0776376,14.4448725,56.15
50.0776376,14.4448725,51.96
50.0776376,14.4448725,53.14
50.0776376,14.4448725,56.35
50.0776376,14.4448725,57.08
50.0776376,14.4448725,56.55
50.0776376,14.4448725,50.62
50.0776376,14.4448725,58.44
50.0776376,14.4448725,57.99
50.0776376,14.4448725,58.85
50.0776376,14.4448725,53.64
50.0776376,14.4448725,52.63
50.0776376,14.4448725,55.48
50.0776376,14.4448725,57.92
50.0776376,14.4448725,60.81
50.0776376,14.4448725,60.94
50.0776376,14.4448725,58.86
50.0776376,14.4448725,56.68
50.0776376,14.4448725,59.89
50.0776376,14.4448725,65.33
50.0776376,14.4448725,63.58
50.0776376,14.4448725,67.37
50.0776376,14.4448725,70.06
50.0776376,14.4448725,65.02
50.0776376,14.4448725,63.44
50.0776376,14.4448725,63.03
50.0776376,14.4448725,62.14
50.0776376,14.4448725,57.91
50.0776376,14.4448725,56.93
50.0776376,14.4448725,59.34
50.0776376,14.4448725,59.52
50.0776376,14.4448725,51.72
50.0776376,14.4448725,55.68
50.0776376,14.4448725,57.12
50.0776376,14.4448725,55.15
50.0776376,14.4448725,50.6
50.0776376,14.4448725,57.07
50.0776376,14.4448725,55.22
50.0776376,14.4448725,59.36
50.0776376,14.4448725,53.19
50.0776376,14.4448725,54.55
50.0776376,14.4448725,49.26
50.0776376,14.4448725,56.3
50.0776376,14.4448725,59.83
50.0776376,14.4448725,56.38
50.0776376,14.4448725,55.38
50.0776376,14.4448725,60.15
50.0776376,14.4448725,60.56
50.0776376,14.4448725,53.05
50.0776376,14.4448725,60.38
50.0776376,14.4448725,56.51
50.0776376,14.4448725,57.95
50.0776376,14.4448725,55.23
50.0776376,14.4448725,56.94
50.0776376,14.4448725,60.94
50.0776376,14.4448725,60.06
50.0776376,14.4448725,59.96
50.0776376,14.4448725,58.74
50.0776376,14.4448725,69.22
50.0776376,14.4448725,64.74
50.0776376,14.4448725,62.49
50.0776376,14.4448725,63.1
50.0776376,14.4448725,66.16
50.0776376,14.4448725,62.18
50.0776376,14.4448725,63.25
50.0776376,14.4448725,64.33
50.0776376,14.4448725,71.73
50.0776376,14.4448725,72.1
50.0776376,14.4448725,67.42
50.0776376,14.4448725,67.54
50.0776376,14.4448725,65.91
50.0776376,14.4448725,65.61
50.0776376,14.4448725,66.3
50.0776376,14.4448725,64.65
50.0776376,14.4448725,64.41
50.0776376,14.4448725,62.14
50.0776376,14.4448725,62.72
50.0776376,14.4448725,63.04
50.0776376,14.4448725,63.65
50.0776376,14.4448725,64.92
50.0776376,14.4448725,64.77
50.0776376,14.4448725,65.25
50.0776376,14.4448725,63.38
50.0776376,14.4448725,64.2
50.0776376,14.4448725,61.35
50.0776376,14.4448725,60.86
50.0776376,14.4448725,60.62
50.0776376,14.4448725,63.8
50.0776376,14.4448725,60.41
50.0776376,14.4448725,58.49
50.0776376,14.4448725,62.39
50.0776376,14.4448725,59.24
50.0776376,14.4448725,59.12
50.0776376,14.4448725,63.55
50.0776376,14.4448725,64.24
50.0776376,14.4448725,62.56
50.0776376,14.4448725,61.16
50.0776376,14.4448725,62.3
50.0776376,14.4448725,62.9
50.0776376,14.4448725,64.27
50.0776376,14.4448725,63.02
50.0776376,14.4448725,62.97
50.0776376,14.4448725,63.18
50.0776376,14.4448725,60.84
50.0776376,14.4448725,63.11
50.0776376,14.4448725,64.59
50.0776376,14.4448725,57.74
50.0776376,14.4448725,58.91
50.0776376,14.4448725,66.14
50.0776376,14.4448725,60.77
50.0776376,14.4448725,60.42
50.0776376,14.4448725,60
50.0776376,14.4448725,57.81
50.0776376,14.4448725,58.93
50.0776376,14.4448725,60.79
50.0776376,14.4448725,58
50.0776376,14.4448725,63.04
50.0776376,14.4448725,59.21
50.0776376,14.4448725,62.17
50.0776376,14.4448725,59.3
50.0776376,14.4448725,60.02
50.0776376,14.4448725,60.91
50.0776376,14.4448725,60.47
50.0776376,14.4448725,60.51
50.0776376,14.4448725,64.43
50.0776376,14.4448725,59.56
50.0776376,14.4448725,60.81
50.0776376,14.4448725,58.88
50.0776376,14.4448725,58.73
50.0776376,14.4448725,58.43
50.0776376,14.4448725,60.5
50.0776376,14.4448725,57.74
50.0776376,14.4448725,60.32
50.0776376,14.4448725,57.45
50.0776376,14.4448725,56.61
50.0776376,14.4448725,59.83
50.0776376,14.4448725,56.95
50.0776376,14.4448725,57.84
50.0776376,14.4448725,57.78
50.0776376,14.4448725,56.82
50.0776376,14.4448725,56.85
50.0776376,14.4448725,57.34
50.0776376,14.4448725,52.87
50.0776376,14.4448725,52.59
50.0776376,14.4448725,51.87
50.0776376,14.4448725,51.36
50.0776376,14.4448725,53.51
50.0776376,14.4448725,54.77
50.0776376,14.4448725,55.93
50.0776376,14.4448725,49.49
50.0776376,14.4448725,47.34
50.0776376,14.4448725,51.07
50.0776376,14.4448725,46.38
50.0776376,14.4448725,57.97
50.0776376,14.4448725,44.61
50.0776376,14.4448725,50.59
50.0776376,14.4448725,46.64
50.0776376,14.4448725,46.54
50.0776376,14.4448725,45.95
50.0776376,14.4448725,43.3
50.0776376,14.4448725,46.59
50.0776376,14.4448725,44.55
50.0776376,14.4448725,45.32
50.0776376,14.4448725,54.8
50.0776376,14.4448725,52.39
50.0776376,14.4448725,55.57
50.0776376,14.4448725,44.34
50.0776376,14.4448725,43.26
50.0776376,14.4448725,42.33
50.0776376,14.4448725,45.02
50.0776376,14.4448725,43.33
50.0776376,14.4448725,42.98
50.0776376,14.4448725,41.86
50.0776376,14.4448725,44.06
50.0776376,14.4448725,42.08
50.0776376,14.4448725,44.24
50.0776376,14.4448725,42.26
50.0776376,14.4448725,42.94
50.0776376,14.4448725,51.58
